STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_VALUE,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,JAM,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2003,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,3.1,A,Annual,Jamaica,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TGO,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2015,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,1.72,A,Annual,Togo,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TON,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2015,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,0.36,A,Annual,Tonga,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TTO,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2015,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,6.23,A,Annual,Trinidad and Tobago,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUN,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2015,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,2.03,A,Annual,Tunisia,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUR,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2015,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,1.9,A,Annual,Türkiye,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TKM,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2015,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,3.2,A,Annual,Turkmenistan,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUV,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2015,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,1.86,A,Annual,Tuvalu,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UGA,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2015,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,13.28,A,Annual,Uganda,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UKR,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2015,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,9.73,A,Annual,Ukraine,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARE,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2015,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,2.37,A,Annual,United Arab Emirates,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GBR,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2015,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,10.52,A,Annual,United Kingdom,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRC,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,7.12,A,Annual,Greece,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRD,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,8.06,A,Annual,Grenada,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GTM,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,1.63,A,Annual,Guatemala,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GIN,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,0.47,A,Annual,Guinea,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNB,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,4.14,A,Annual,Guinea-Bissau,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GUY,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,5.35,A,Annual,Guyana,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HTI,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,3.45,A,Annual,Haiti,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HND,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,3.17,A,Annual,Honduras,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HUN,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,10.6,A,Annual,Hungary,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BEL,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,10.28,A,Annual,Belgium,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BLZ,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,5.71,A,Annual,Belize,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BEN,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,8.35,A,Annual,Benin,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BTN,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,0.2,A,Annual,Bhutan,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BOL,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,4.1,A,Annual,Bolivia,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BIH,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,6.38,A,Annual,Bosnia and Herzegovina,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BWA,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,8.16,A,Annual,Botswana,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRA,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,7.67,A,Annual,Brazil,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRN,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2019,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,0.41,A,Annual,Brunei Darussalam,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KAZ,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,4.26,A,Annual,Kazakhstan,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KEN,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,2.31,A,Annual,Kenya,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KIR,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,0.95,A,Annual,Kiribati,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRK,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,4.11,A,Annual,"Korea, Dem. People's Rep.","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KOR,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,9.58,A,Annual,"Korea, Rep.","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KWT,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,0.0,A,Annual,Kuwait,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KGZ,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,6.52,A,Annual,Kyrgyz Republic,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAO,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,9.68,A,Annual,Lao PDR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LVA,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,11.82,A,Annual,Latvia,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBN,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,1.81,A,Annual,Lebanon,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LSO,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,3.79,A,Annual,Lesotho,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SRB,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2010,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,9.93,A,Annual,Serbia,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SYC,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2010,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,7.77,A,Annual,Seychelles,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLE,WB_WDI_SH_ALC_PCAP_LI,_T,_T,_T,LT,_Z,_Z,_Z,2010,_Z,NUMBER,2,WB_WDI,P1Y,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,WB_WDI,PU,0.31,A,Annual,Sierra Leone,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total,All age ranges or no breakdown by age,Total,Liters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
